Timestep,Rate,Storm,Unit
"02 Jan 2024, 16:00",0.12,50_sqmi_0.5PMF,Inches per Hour
"02 Jan 2024, 17:00",0.1098,50_sqmi_0.5PMF,Inches per Hour
"02 Jan 2024, 18:00",0.1038,50_sqmi_0.5PMF,Inches per Hour
"02 Jan 2024, 19:00",0.075,50_sqmi_0.5PMF,Inches per Hour
"02 Jan 2024, 20:00",0.075,50_sqmi_0.5PMF,Inches per Hour
"02 Jan 2024, 21:00",0.075,50_sqmi_0.5PMF,Inches per Hour
"02 Jan 2024, 22:00",0.075,50_sqmi_0.5PMF,Inches per Hour
"02 Jan 2024, 23:00",0.075,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 00:00",0.072,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 01:00",0.0636,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 02:00",0.0636,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 03:00",0.0636,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 04:00",0.0636,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 05:00",0.0636,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 06:00",0.0636,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 07:00",0.0456,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 08:00",0.0456,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 09:00",0.0456,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 10:00",0.0456,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 11:00",0.0456,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 12:00",0.0456,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 13:00",0.03,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 14:00",0.03,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 15:00",0.03,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 16:00",0.03,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 17:00",0.03,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 18:00",0.03,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 19:00",0.03,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 20:00",0,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 21:00",0,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 22:00",0,50_sqmi_0.5PMF,Inches per Hour
"03 Jan 2024, 23:00",0,50_sqmi_0.5PMF,Inches per Hour
"04 Jan 2024, 00:00",0,50_sqmi_0.5PMF,Inches per Hour
"31 Dec 2023, 20:00",0.045,50_sqmi_PMF,Inches per Hour
"31 Dec 2023, 21:00",0.045,50_sqmi_PMF,Inches per Hour
"31 Dec 2023, 22:00",0.045,50_sqmi_PMF,Inches per Hour
"31 Dec 2023, 23:00",0.045,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 00:00",0.045,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 01:00",0.062,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 02:00",0.062,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 03:00",0.062,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 04:00",0.062,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 05:00",0.062,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 06:00",0.062,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 07:00",0.093,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 08:00",0.093,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 09:00",0.093,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 10:00",0.093,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 11:00",0.093,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 12:00",0.093,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 13:00",0.116,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 14:00",0.116,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 15:00",0.116,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 16:00",0.116,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 17:00",0.116,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 18:00",0.116,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 19:00",0.125,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 20:00",0.125,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 21:00",0.132,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 22:00",0.141,50_sqmi_PMF,Inches per Hour
"01 Jan 2024, 23:00",0.152,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 00:00",0.164,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 01:00",0.347,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 02:00",0.414,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 03:00",0.494,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 04:00",0.586,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 05:00",0.69,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 06:00",0.806,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 07:00",1.06,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 08:00",2.19,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 09:00",3.03,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 10:00",11.1,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 11:00",2.55,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 12:00",1.69,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 13:00",0.295,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 14:00",0.256,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 15:00",0.225,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 16:00",0.2,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 17:00",0.183,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 18:00",0.173,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 19:00",0.125,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 20:00",0.125,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 21:00",0.125,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 22:00",0.125,50_sqmi_PMF,Inches per Hour
"02 Jan 2024, 23:00",0.125,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 00:00",0.12,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 01:00",0.106,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 02:00",0.106,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 03:00",0.106,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 04:00",0.106,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 05:00",0.106,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 06:00",0.106,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 07:00",0.076,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 08:00",0.076,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 09:00",0.076,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 10:00",0.076,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 11:00",0.076,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 12:00",0.076,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 13:00",0.05,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 14:00",0.05,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 15:00",0.05,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 16:00",0.05,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 17:00",0.05,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 18:00",0.05,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 19:00",0.05,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 20:00",0,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 21:00",0,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 22:00",0,50_sqmi_PMF,Inches per Hour
"03 Jan 2024, 23:00",0,50_sqmi_PMF,Inches per Hour
"04 Jan 2024, 00:00",0,50_sqmi_PMF,Inches per Hour
